Iteration,Element No.,Algorithm,Time
10,100000,Recursive Quicksort,0.015000
10,100000,Library qsort,0.060000
10,100000,Heapsort,0.059000
10,100000,Bubblesort,21.531000
10,100000,Shakersort,21.576000
10,100000,Insertionsort,5.656000
10,100000,Selectionsort,11.225000
11,100000,Recursive Quicksort,0.015000
11,100000,Library qsort,0.060000
11,100000,Heapsort,0.061000
11,100000,Bubblesort,21.507000
11,100000,Shakersort,21.569000
11,100000,Insertionsort,5.682000
11,100000,Selectionsort,11.217000
12,100000,Recursive Quicksort,0.015000
12,100000,Library qsort,0.058000
12,100000,Heapsort,0.061000
12,100000,Bubblesort,21.504999
12,100000,Shakersort,21.544001
12,100000,Insertionsort,5.638000
12,100000,Selectionsort,11.215000
13,100000,Recursive Quicksort,0.016000
13,100000,Library qsort,0.058000
13,100000,Heapsort,0.059000
13,100000,Bubblesort,21.561001
13,100000,Shakersort,21.570000
13,100000,Insertionsort,5.658000
13,100000,Selectionsort,11.178000
14,100000,Recursive Quicksort,0.016000
14,100000,Library qsort,0.058000
14,100000,Heapsort,0.060000
14,100000,Bubblesort,21.353001
14,100000,Shakersort,21.455999
14,100000,Insertionsort,5.629000
14,100000,Selectionsort,11.179000
15,100000,Recursive Quicksort,0.015000
15,100000,Library qsort,0.058000
15,100000,Heapsort,0.062000
15,100000,Bubblesort,21.474001
15,100000,Shakersort,21.806000
15,100000,Insertionsort,5.667000
15,100000,Selectionsort,11.237000
16,100000,Recursive Quicksort,0.015000
16,100000,Library qsort,0.058000
16,100000,Heapsort,0.062000
16,100000,Bubblesort,21.504999
16,100000,Shakersort,21.563000
16,100000,Insertionsort,5.652000
16,100000,Selectionsort,11.223000
17,100000,Recursive Quicksort,0.016000
17,100000,Library qsort,0.057000
17,100000,Heapsort,0.060000
17,100000,Bubblesort,21.562000
17,100000,Shakersort,21.608000
17,100000,Insertionsort,5.667000
17,100000,Selectionsort,11.215000
18,100000,Recursive Quicksort,0.015000
18,100000,Library qsort,0.060000
18,100000,Heapsort,0.059000
18,100000,Bubblesort,21.518999
18,100000,Shakersort,21.600000
18,100000,Insertionsort,5.670000
18,100000,Selectionsort,11.230000
19,100000,Recursive Quicksort,0.015000
19,100000,Library qsort,0.060000
19,100000,Heapsort,0.060000
19,100000,Bubblesort,21.465000
19,100000,Shakersort,21.568001
19,100000,Insertionsort,5.641000
19,100000,Selectionsort,11.210000
20,100000,Recursive Quicksort,0.014000
20,100000,Library qsort,0.058000
20,100000,Heapsort,0.061000
20,100000,Bubblesort,21.469000
20,100000,Shakersort,21.551001
20,100000,Insertionsort,5.650000
20,100000,Selectionsort,11.223000
21,100000,Recursive Quicksort,0.015000
21,100000,Library qsort,0.059000
21,100000,Heapsort,0.060000
21,100000,Bubblesort,21.541000
21,100000,Shakersort,21.575001
21,100000,Insertionsort,5.669000
21,100000,Selectionsort,11.217000
22,100000,Recursive Quicksort,0.016000
22,100000,Library qsort,0.058000
22,100000,Heapsort,0.059000
22,100000,Bubblesort,21.438999
22,100000,Shakersort,21.479000
22,100000,Insertionsort,5.599000
22,100000,Selectionsort,11.194000
23,100000,Recursive Quicksort,0.016000
23,100000,Library qsort,0.058000
23,100000,Heapsort,0.060000
23,100000,Bubblesort,21.416000
23,100000,Shakersort,21.497000
23,100000,Insertionsort,5.627000
23,100000,Selectionsort,11.176000
24,100000,Recursive Quicksort,0.015000
24,100000,Library qsort,0.058000
24,100000,Heapsort,0.060000
24,100000,Bubblesort,21.415001
24,100000,Shakersort,21.452000
24,100000,Insertionsort,5.604000
24,100000,Selectionsort,11.191000
25,100000,Recursive Quicksort,0.014000
25,100000,Library qsort,0.058000
25,100000,Heapsort,0.061000
25,100000,Bubblesort,21.384001
25,100000,Shakersort,21.646999
25,100000,Insertionsort,5.608000
25,100000,Selectionsort,11.171000
