Iteration,Element No.,Algorithm,Time
10,100000,Library qsort,0.053000
10,100000,Heapsort,0.053000
10,100000,Bubblesort,25.305000
10,100000,Shakersort,25.636999
10,100000,Insertionsort,6.784000
10,100000,Selectionsort,12.546000
11,100000,Recursive Quicksort,0.015000
11,100000,Library qsort,0.048000
11,100000,Heapsort,0.055000
11,100000,Bubblesort,25.290001
11,100000,Shakersort,25.669001
11,100000,Insertionsort,6.788000
11,100000,Selectionsort,12.460000
12,100000,Recursive Quicksort,0.017000
12,100000,Library qsort,0.051000
12,100000,Heapsort,0.054000
12,100000,Bubblesort,25.235001
12,100000,Shakersort,25.868000
12,100000,Insertionsort,6.782000
12,100000,Selectionsort,12.644000
13,100000,Recursive Quicksort,0.015000
13,100000,Library qsort,0.052000
13,100000,Heapsort,0.051000
13,100000,Bubblesort,25.420000
13,100000,Shakersort,25.972000
13,100000,Insertionsort,6.628000
13,100000,Selectionsort,11.926000
14,100000,Recursive Quicksort,0.014000
14,100000,Library qsort,0.046000
14,100000,Heapsort,0.066000
14,100000,Bubblesort,23.915001
14,100000,Shakersort,24.400999
14,100000,Insertionsort,6.480000
14,100000,Selectionsort,11.929000
15,100000,Recursive Quicksort,0.016000
15,100000,Library qsort,0.049000
15,100000,Heapsort,0.052000
15,100000,Bubblesort,24.208000
15,100000,Shakersort,24.601000
15,100000,Insertionsort,6.547000
15,100000,Selectionsort,11.952000
16,100000,Recursive Quicksort,0.016000
16,100000,Library qsort,0.049000
16,100000,Heapsort,0.050000
16,100000,Bubblesort,24.301001
16,100000,Shakersort,24.620001
16,100000,Insertionsort,6.483000
16,100000,Selectionsort,11.932000
17,100000,Recursive Quicksort,0.015000
17,100000,Library qsort,0.047000
17,100000,Heapsort,0.057000
17,100000,Bubblesort,24.757000
17,100000,Shakersort,25.804001
17,100000,Insertionsort,6.873000
17,100000,Selectionsort,12.540000
18,100000,Recursive Quicksort,0.016000
18,100000,Library qsort,0.051000
18,100000,Heapsort,0.052000
18,100000,Bubblesort,25.465000
18,100000,Shakersort,25.789000
18,100000,Insertionsort,6.908000
18,100000,Selectionsort,12.546000
19,100000,Recursive Quicksort,0.015000
19,100000,Library qsort,0.049000
19,100000,Heapsort,0.061000
19,100000,Bubblesort,25.393999
19,100000,Shakersort,25.884001
19,100000,Insertionsort,6.893000
19,100000,Selectionsort,12.512000
20,100000,Recursive Quicksort,0.021000
20,100000,Library qsort,0.053000
20,100000,Heapsort,0.054000
20,100000,Bubblesort,25.547001
20,100000,Shakersort,25.804001
20,100000,Insertionsort,6.873000
20,100000,Selectionsort,12.536000
21,100000,Recursive Quicksort,0.016000
21,100000,Library qsort,0.055000
21,100000,Heapsort,0.054000
21,100000,Bubblesort,25.438000
21,100000,Shakersort,25.738001
21,100000,Insertionsort,6.826000
21,100000,Selectionsort,12.530000
22,100000,Recursive Quicksort,0.015000
22,100000,Library qsort,0.053000
22,100000,Heapsort,0.053000
22,100000,Bubblesort,25.458000
22,100000,Shakersort,24.551001
22,100000,Insertionsort,6.511000
22,100000,Selectionsort,12.018000
23,100000,Recursive Quicksort,0.018000
23,100000,Library qsort,0.051000
23,100000,Heapsort,0.054000
23,100000,Bubblesort,24.334000
23,100000,Shakersort,24.990000
23,100000,Insertionsort,6.543000
23,100000,Selectionsort,11.983000
24,100000,Recursive Quicksort,0.018000
24,100000,Library qsort,0.050000
24,100000,Heapsort,0.050000
24,100000,Bubblesort,24.316000
24,100000,Shakersort,24.469999
24,100000,Insertionsort,6.449000
24,100000,Selectionsort,11.914000
25,100000,Recursive Quicksort,0.018000
25,100000,Library qsort,0.049000
25,100000,Heapsort,0.049000
25,100000,Bubblesort,24.264000
25,100000,Shakersort,24.468000
25,100000,Insertionsort,6.467000
25,100000,Selectionsort,12.447000
